K,int_curvature_CF,seed,germ_band_push,noise_scale,dt,t_final,add_MD_bool,add_CF_bool,CF_position,t_CF,path,t_at_final,nb_folds_at_final,avg_depth_at_final,max_depth_at_final,CF_area_of_influence_ref_at_final,CF_area_of_influence_current_at_final,t_at_maxBendEnergy,nb_folds_at_maxBendEnergy,avg_depth_at_maxBendEnergy,max_depth_at_maxBendEnergy,CF_area_of_influence_ref_at_maxBendEnergy,CF_area_of_influence_current_at_maxBendEnergy
0.0001,0.5,47,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_47_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12405124924776453,0.3449552775355413,1.1736687423789067,1.1758483488989295,17.99999999948773,2,0.046831960810610224,0.2578946922611379,0.5293015897002914,0.5333524144548192
0.0001,5.0,48,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_48_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.10281222575458297,0.3575286117884994,0.0,0.0,5.9999999999420215,1,0.025717988698636726,0.22356110717858726,0.4142360267219672,0.4257748609137893
0.0001,5.0,49,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_49_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12176447944728935,0.3944070480856079,0.0,0.0,5.9999999999420215,1,0.017778032761203523,0.17239349695823583,0.32218357633930783,0.32706889136120404
0.0001,2.0,50,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_50_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.0904865999567522,0.33806949486755383,0.0,0.0,5.9999999999420215,1,0.020902781825683166,0.1965557426688257,0.3682098015306375,0.36996602491842234
0.0001,2.0,51,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_51_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.17412635917227479,0.39208731373305,1.9791276832271762,2.038037704191171,399.9999997064933,1,0.17412635917227479,0.39208731373305,1.9791276832271762,2.038037704191171
0.0001,5.0,52,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_52_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.15137213763247875,0.3528271818949868,0.0,0.0,216.00000005736183,2,0.15338843293559154,0.3891028279385825,0.0,0.0
0.0001,7.5,53,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_53_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.09535114372809686,0.351499090119381,0.0,0.0,5.9999999999420215,1,0.028613766031426388,0.2392957783772833,0.4602622519132969,0.4771008171119785
0.0001,7.5,54,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_54_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12069462374941496,0.38880939471559933,0.0,0.0,5.9999999999420215,1,0.021542024602301053,0.195988393587197,0.3682098015306375,0.3839004618743832
0.0001,7.5,55,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_55_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.14718889602202462,0.34009411205629503,0.0,0.0,150.00000003641253,2,0.1502815404645422,0.3950931575124373,0.0,0.0
0.0001,2.0,56,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_56_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.11822472188455192,0.3885801518157545,0.0,0.0,11.999999999714875,1,0.021902883927792115,0.1910264083867606,0.3682098015306375,0.3651400362811052
0.0001,0.5,57,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_57_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.11087847990123802,0.37447022286497106,1.2196949675702362,1.2238804209784913,17.99999999948773,1,0.019251934876499854,0.1771650720887966,0.3451966889349727,0.33922489521765065
0.0001,0.5,58,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_58_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.09741758189173959,0.3287341591368385,1.242708080165901,1.2456818828419272,23.999999999260588,2,0.05174588631324911,0.28861089317007993,0.598340927487286,0.6037839300107253
0.0001,0.5,59,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_59_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.08233214656396333,0.26985993073519116,1.150655629783242,1.1573149707346317,389.9999997317409,1,0.0809844980425293,0.26670451132924505,1.1736687423789067,1.178582709483044
0.0001,0.5,60,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_60_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.10704775508740409,0.3474498906083025,1.2887343053572313,1.2980604591212785,5.9999999999420215,1,0.012042762205248157,0.1435803717992464,0.25314423855231327,0.24425484260437588
0.0001,2.0,61,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_61_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.17474906803764834,0.39596608167176556,1.9791276832271762,2.0355068028306165,399.9999997064933,1,0.17474906803764834,0.39596608167176556,1.9791276832271762,2.0355068028306165
0.0001,0.5,62,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_62_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.07408370815516026,0.2519330941038644,1.1046294045919125,1.1130288165501487,282.0000000044147,1,0.05270982464930933,0.20176509302547563,0.9435376164222585,0.9472696562657774
0.0001,2.0,63,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_63_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.11898690891891298,0.3841384969075396,0.0,0.0,11.999999999714875,1,0.022212341579982843,0.19123760193574688,0.3682098015306375,0.36644316498483953
0.0001,5.0,64,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_64_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12074606381958519,0.38866120750237165,0.0,0.0,5.9999999999420215,1,0.017773097362350575,0.17358587792510227,0.32218357633930783,0.3272961906047746
0.0001,5.0,65,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_65_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.14975947199267955,0.3492940155549675,0.0,0.0,234.0000000630753,2,0.1548632148397308,0.39194592120961647,0.0,0.0
0.0001,7.5,66,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_66_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.10415210315638589,0.35925792806458184,0.0,0.0,5.9999999999420215,1,0.02912349512642595,0.2423854013949149,0.4602622519132969,0.4782018198990811
0.0001,7.5,67,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_67_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12322557751142528,0.3923517354403535,0.0,0.0,5.9999999999420215,1,0.021179258045589885,0.19454540344545926,0.3682098015306375,0.3822430534700182
0.0001,7.5,68,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_68_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.14726641427669215,0.33936971978122454,0.0,0.0,162.0000000402215,2,0.14999486234883064,0.3890618085492883,0.0,0.0
0.0001,0.5,69,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_69_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.1093845227220408,0.36870884146120364,1.1966818549745715,1.1990618110808489,23.999999999260588,1,0.024602033509237425,0.20111818316287533,0.4142360267219672,0.4057747436494882
0.0001,5.0,70,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_70_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.10098186751106758,0.3488869103258526,0.0,0.0,5.9999999999420215,1,0.025871365624238488,0.22230461119151246,0.4142360267219672,0.42241299812246835
0.0001,2.0,71,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_71_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.09217425844531396,0.3349484431118292,0.0,0.0,5.9999999999420215,1,0.020362717769795945,0.19328495727460554,0.3682098015306375,0.36671819586189525
0.0001,5.0,72,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_72_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.1518572498702446,0.35925627426840007,0.0,0.0,234.0000000630753,2,0.15174623849711433,0.387441861741003,0.0,0.0
0.0001,5.0,73,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_73_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.1214213932019828,0.3913841174513189,0.0,0.0,5.9999999999420215,1,0.01759659103177229,0.17170299859616744,0.32218357633930783,0.3275569818820383
0.0001,5.0,74,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_74_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.10227736809706782,0.3539872134678663,0.0,0.0,5.9999999999420215,1,0.025413253187205047,0.22256301375636175,0.4142360267219672,0.4226515522001433
0.0001,2.0,75,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_75_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.09449627985691542,0.3434423114250333,0.0,0.0,5.9999999999420215,1,0.020438600705928976,0.1940564406385604,0.3682098015306375,0.37064652569852996
0.0001,0.5,76,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_76_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.08662484058379535,0.2736678268400289,1.2657211927615657,1.2697956003207826,371.99999977718653,1,0.08153293409565196,0.26448069436682053,1.1966818549745715,1.2019460473665555
0.0001,2.0,77,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_77_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.17204724462748616,0.39623374017884005,2.002140795822841,2.0641241675997555,389.9999997317409,1,0.1721608423410312,0.39503249786307104,2.002140795822841,2.065328863573575
0.0001,2.0,78,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_78_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.11809900205787831,0.39068659504858283,0.0,0.0,11.999999999714875,1,0.02172385353263952,0.1892983690598007,0.3682098015306375,0.3653866508068281
0.0001,7.5,79,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_79_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.10534372429530625,0.361353399568431,0.0,0.0,5.9999999999420215,1,0.028738698204056903,0.24168164773989867,0.43724913931763204,0.45540705143638155
0.0001,0.5,80,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_80_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.09126027924293396,0.3293229860506484,1.2887343053572313,1.2917522513168542,11.999999999714875,1,0.024597954002193553,0.21261361856860897,0.4142360267219672,0.4144860043611801
0.0001,7.5,81,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_81_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12218676202745066,0.3963992438605569,0.0,0.0,5.9999999999420215,1,0.021327197041830278,0.19460631066630268,0.3682098015306375,0.38285985167491093
0.0001,0.5,82,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_82_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.10994637790669173,0.3770776270604654,1.1966818549745715,1.1992245843311011,17.99999999948773,1,0.02008172748810205,0.18139109912096815,0.3682098015306375,0.3602699278952075
0.0001,7.5,83,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_83_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.1463832148669659,0.34821300569910413,0.0,0.0,144.00000003450805,2,0.15227997359119552,0.3976704691424572,0.0,0.0
0.0001,7.5,84,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_84_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.11834331131034802,0.39094448440769863,0.0,0.0,5.9999999999420215,1,0.021016059742739648,0.19328738609017707,0.3682098015306375,0.3828098581441187
0.0001,7.5,85,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_85_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.10432066721798507,0.35522072476092714,0.0,0.0,5.9999999999420215,1,0.02955575812471285,0.24168000577046256,0.4602622519132969,0.4777111252205493
0.0001,5.0,86,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_86_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.09923485122182395,0.3508177917247487,0.0,0.0,5.9999999999420215,1,0.026009007616902443,0.22451415044610296,0.4142360267219672,0.4231882346975401
0.0001,0.5,87,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_87_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.07946231418848163,0.26154915203737034,1.1276425171875772,1.133668955579315,299.99999995896906,1,0.0639210590141103,0.22625004789662087,1.012576954209253,1.0170797377343395
0.0001,5.0,88,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_88_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.12164554410937228,0.39188434788350546,0.0,0.0,5.9999999999420215,1,0.017746949855385375,0.1709165359751971,0.32218357633930783,0.3267955828047934
0.0001,0.5,89,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_89_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.09603674000289769,0.33342181406176596,1.311747417952896,1.3151325691250637,5.9999999999420215,1,0.01215909408095839,0.1435504462646787,0.2761573511479781,0.2658275216116607
0.0001,0.5,90,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_90_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.1098364081121467,0.37410776489263625,1.1966818549745715,1.1958916864076996,23.999999999260588,1,0.026032275596415282,0.2076766206120343,0.4142360267219672,0.40790669083227893
0.0001,2.0,91,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_91_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.09404890522445213,0.3349153584394362,0.0,0.0,5.9999999999420215,1,0.020531471234743606,0.19350256251952255,0.3682098015306375,0.3682992060141199
0.0001,2.0,92,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_92_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.11901322581764008,0.39088867047771697,0.0,0.0,11.999999999714875,1,0.022409041729533542,0.19112430941736355,0.3682098015306375,0.36741600247091843
0.0001,2.0,93,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_93_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,1,0.17388137208231355,0.39141541720865414,2.002140795822841,2.063549514297915,389.9999997317409,1,0.17440621429391598,0.3969868981444051,2.002140795822841,2.0580108785901237
0.0001,7.5,94,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_94_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/,399.9999997064933,2,0.14762252363181036,0.3491421921158899,0.0,0.0,144.00000003450805,2,0.15042676826497556,0.39039917195376317,0.0,0.0
