K,int_curvature_CF,seed,germ_band_push,noise_scale,dt,t_final,add_MD_bool,add_CF_bool,CF_position,t_CF,folder_name
0.0001,0.5,80,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_80_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,81,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_81_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,82,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_82_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,83,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_83_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,84,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_84_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,85,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_85_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,86,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_86_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,87,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_87_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,88,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_88_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,89,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_89_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,90,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_90_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,91,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_91_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,92,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_92_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,93,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_93_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,94,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_94_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,95,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_95_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,96,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_96_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,97,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_97_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,98,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_98_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,99,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_99_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,100,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_100_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,101,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_101_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,102,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_102_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,103,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_103_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,104,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_104_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,105,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_105_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,106,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_106_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,107,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_107_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,108,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_108_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,109,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_109_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,110,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_110_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,111,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_111_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,112,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_112_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,113,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_113_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,114,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_114_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,115,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_115_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,116,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_116_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,117,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_117_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,118,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_118_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,119,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_119_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,120,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_120_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,121,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_121_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,122,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_122_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,123,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_123_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,124,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_124_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,125,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_125_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,126,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_126_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,127,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_127_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,128,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_128_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,129,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_129_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,130,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_130_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,131,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_131_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,132,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_132_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,133,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_133_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,134,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_134_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,135,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_135_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,136,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_136_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,137,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_137_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,138,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_138_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,139,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_139_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,140,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_140_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,141,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_141_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,142,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_142_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,143,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_143_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,144,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_144_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,145,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_145_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,146,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_146_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,147,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_147_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,148,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_148_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,149,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_149_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,150,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_150_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,151,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_151_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,152,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_152_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,153,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_153_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,154,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_154_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,155,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_155_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,156,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_156_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,157,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_157_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,158,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_158_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,159,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_159_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
