K,int_curvature_CF,seed,germ_band_push,noise_scale,dt,t_final,add_MD_bool,add_CF_bool,CF_position,t_CF,folder_name
0.0001,5.0,160,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_160_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,161,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_161_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,162,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_162_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,163,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_163_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,164,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_164_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,165,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_165_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,166,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_166_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,167,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_167_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,168,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_168_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,169,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_169_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,170,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_170_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,171,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_171_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,172,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_172_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,173,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_173_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,174,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_174_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,175,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_175_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,176,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_176_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,177,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_177_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,178,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_178_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,179,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_179_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,180,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_180_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,181,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_181_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,182,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_182_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,183,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_183_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,184,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_184_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,185,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_185_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,186,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_186_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,187,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_187_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,188,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_188_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,189,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_189_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,190,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_190_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,191,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_191_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,192,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_192_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,193,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_193_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,194,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_194_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,195,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_195_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,196,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_196_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,197,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_197_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,198,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_198_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,199,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_199_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,200,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_200_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,201,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_201_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,202,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_202_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,203,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_203_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,204,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_204_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,205,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_205_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,206,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_206_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,207,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_207_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,208,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_208_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,209,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_209_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,210,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_210_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,211,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_211_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,212,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_212_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,213,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_213_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,214,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_214_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,215,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_215_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,216,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_216_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,217,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_217_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,218,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_218_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,219,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_219_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,220,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_220_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,221,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_221_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,222,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_222_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,223,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_223_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,224,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_224_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,225,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_225_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,226,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_226_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,227,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_227_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,228,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_228_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,229,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_229_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,230,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_230_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,231,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_231_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,232,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_232_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,233,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_233_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,2.0,234,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_2.0_seed_234_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,235,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_235_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,236,0.2,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_236_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,0.5,237,0.0,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_0.5_seed_237_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,5.0,238,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_5.0_seed_238_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
0.0001,7.5,239,0.4,1e-05,1e-05,400.0,0.0,1.0,0.37,0.0,K_0.0001_int_curvature_CF_7.5_seed_239_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_400.0_add_MD_bool_0.0_add_CF_bool_1.0_CF_position_0.37_t_CF_0.0/
