K,germ_band_push,int_curvature_CF,CF_position,t_MD,seed,seed_std,seed_max,noise_scale,noise_scale_std,noise_scale_max,dt,dt_std,dt_max,t_final,t_final_std,t_final_max,add_CF_bool,add_CF_bool_std,add_CF_bool_max,t_CF,t_CF_std,t_CF_max,t_at_final,t_at_final_std,t_at_final_max,nb_folds_at_final,nb_folds_at_final_std,nb_folds_at_final_max,avg_depth_at_final,avg_depth_at_final_std,avg_depth_at_final_max,max_depth_at_final,max_depth_at_final_std,max_depth_at_final_max,CF_area_of_influence_ref_at_final,CF_area_of_influence_ref_at_final_std,CF_area_of_influence_ref_at_final_max,CF_area_of_influence_current_at_final,CF_area_of_influence_current_at_final_std,CF_area_of_influence_current_at_final_max,t_at_maxBendEnergy_afterMD,t_at_maxBendEnergy_afterMD_std,t_at_maxBendEnergy_afterMD_max,nb_folds_at_maxBendEnergy_afterMD,nb_folds_at_maxBendEnergy_afterMD_std,nb_folds_at_maxBendEnergy_afterMD_max,avg_depth_at_maxBendEnergy_afterMD,avg_depth_at_maxBendEnergy_afterMD_std,avg_depth_at_maxBendEnergy_afterMD_max,max_depth_at_maxBendEnergy_afterMD,max_depth_at_maxBendEnergy_afterMD_std,max_depth_at_maxBendEnergy_afterMD_max,CF_area_of_influence_ref_at_maxBendEnergy_afterMD,CF_area_of_influence_ref_at_maxBendEnergy_afterMD_std,CF_area_of_influence_ref_at_maxBendEnergy_afterMD_max,CF_area_of_influence_current_at_maxBendEnergy_afterMD,CF_area_of_influence_current_at_maxBendEnergy_afterMD_std,CF_area_of_influence_current_at_maxBendEnergy_afterMD_max
0.0001,0.2,2.0,0.47,5.0,487.4,284.1831136877474,934,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.12116678716965931,0.001665462083915536,0.12472379170519839,0.3938987746114604,0.003506210217489462,0.39963902055766587,1.4843457624203822,0.029395402336136377,1.5648916565052091,1.4846030663607925,0.030346393828894144,1.5675346441833218,11.999999999714875,0.0,11.999999999714875,1.0,0.0,1,0.021728557984114525,0.00042796823770540016,0.022425921335718642,0.21329944430986605,0.0023035231685901566,0.21715595195067192,0.43494782805806553,0.007083286601175101,0.43724913931763204,0.432891364946894,0.007014198026087619,0.4377476682846466
0.0001,0.2,2.0,0.6,0.0,478.0,283.59032720494986,932,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.05,0.22360679774997894,2,0.12088336069696078,0.0015610545095317279,0.12367846140542217,0.39448514642643795,0.002820423344853642,0.3983588259676106,1.3589242987740087,0.32048991030370716,1.4728392061225501,1.3596082605406388,0.3206398824466023,1.472943446671103,30.900000000242812,9.786671926844663,54.00000000594082,1.1,0.3077935056255463,2,0.02093365809010805,0.0040928257610128365,0.03175773917734664,0.2037305989018015,0.01971840750171092,0.23577894370870686,0.39467488101565223,0.046192467228881325,0.48327536450896175,0.38907774793044025,0.04707227281050574,0.47783762911833
0.0001,0.2,2.0,0.6,5.0,470.85,282.28117281589255,916,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.12252352460495901,0.0010338910166476786,0.12428066438779829,0.39372167566580873,0.002613600402110195,0.3973636492677488,1.4360182259694858,0.01735043787477198,1.4728392061225501,1.4358650963624535,0.017393981284317156,1.4717083032557876,18.599999999465016,1.8467610336833642,23.999999999260588,1.0,0.0,1,0.025402135056165363,0.0017861008489595642,0.030670306670564997,0.23208879968055868,0.007517335427470415,0.25355814566888585,0.46946749695156287,0.021639798012634225,0.5293015897002914,0.46606733572573456,0.022031970378273615,0.5276329134710254
0.0001,0.2,2.0,0.7,0.0,460.0,285.12822600219346,919,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.10841900679324387,0.0013584146084027406,0.11194616927429316,0.39102507899082806,0.003332029378331143,0.39655616755423284,1.2668718483913488,0.01174630196932498,1.2887343053572313,1.2689381582467445,0.011577368518728363,1.2932164644417505,30.899999999958595,8.090930596456973,48.00000000403634,1.0,0.0,1,0.017892680754456797,0.003314728827077671,0.02502108744461442,0.19360840711045568,0.019866733399225445,0.23034429368740458,0.3785657021986868,0.04447078152392579,0.4602622519132969,0.37118381398469136,0.04555532877637507,0.45518469054262745
0.0001,0.2,2.0,0.7,5.0,460.95,284.21553626188626,918,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.10966264478212293,0.0010198793115127722,0.11222397252214095,0.39082322814668136,0.0033341920341159706,0.3971009032940834,1.2818303715785313,0.01844074562706089,1.3347605305485608,1.284485545314772,0.01801705347118193,1.3348198638649253,23.69999999941405,5.322247250082317,36.00000000022737,1.0,0.0,1,0.027405494327706455,0.004220213109986525,0.03650835449675016,0.23887355015306772,0.017484568759139226,0.2740260365070652,0.4936312651770107,0.04691099331845139,0.598340927487286,0.48956260854194456,0.048183123285323586,0.5937856047973188
0.0001,0.2,2.0,0.8,0.0,460.55,284.03233229594423,917,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.05,0.22360679774997894,2,0.10613510161228701,0.0159128832032021,0.15715572521099302,0.38434433062653184,0.006061224639930796,0.3955486161791382,1.1460530072641086,0.3048100263139737,1.495852318718215,1.1482552917937003,0.30474758278800107,1.493269663143177,43.20000000325882,24.12598512468109,114.00000002498564,1.1,0.3077935056255462,2,0.01875648595865302,0.009784454274565127,0.05291152212463013,0.1881023201154486,0.040347748051785176,0.29035084940157735,0.2692534173692787,0.1610225609261607,0.6213540400829508,0.26118882955498124,0.15939610183911987,0.621654533364774
0.0001,0.2,2.0,0.8,5.0,461.35,284.2864150631783,920,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.09828207927580791,0.001122286699266764,0.09991301708310057,0.3819945802981826,0.003084509791075628,0.38895608526108627,1.1771207092682565,0.01714844684795378,1.2196949675702362,1.1796760762271894,0.017188362458160814,1.2206374844938288,45.00000000315515,10.925585619369153,72.00000001165427,1.0,0.0,1,0.038625444811914364,0.006111482693763545,0.05182379096854713,0.2795284549885886,0.019925891235116382,0.32068546830218164,0.613299450674468,0.06169421094806358,0.736419603061275,0.6118126228779566,0.06293875775926104,0.7378783476404834
0.0001,0.2,2.0,0.9,0.0,462.0,283.6170509312643,915,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.1,0.3077935056255463,2,0.10820665874627307,0.0160874681808447,0.14204526334184767,0.3839779790936055,0.010112146822430957,0.3972423349479986,0.7766925501036883,0.5566817885030719,1.4268129809312198,0.7777408402607329,0.5574026037911445,1.4262676741709432,158.3999999437595,169.6654290296937,779.9999987470856,1.1,0.3077935056255463,2,0.02780395984481951,0.011128506786256574,0.05407335236377501,0.23354939976142872,0.04327327342311502,0.29875177961926214,0.2727053842586284,0.2832601303063196,0.6213540400829508,0.27488436981927983,0.285649693039499,0.630665993825127
0.0001,0.2,2.0,0.9,5.0,459.35,283.50072403137847,914,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.09775060169889108,0.008340611394911292,0.11725795120940395,0.37947889693704623,0.007040618858175378,0.3945281958233948,0.9688520402774896,0.41771376870335336,1.150655629783242,0.9704141898646645,0.4183894394302702,1.1559576588353813,85.20000001591518,24.125985125088448,126.00000002879459,1.15,0.36634754853252327,2,0.04420020102267306,0.006635830281241258,0.06579212026585982,0.29258375172782614,0.03116177421719472,0.3286624230959498,0.6190527288233842,0.08476957745486316,0.736419603061275,0.6223418604181357,0.0872160228128757,0.7417967370888674
0.0001,0.4,2.0,0.17,0.0,458.95,283.32954125429353,913,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,0.95,0.7591546545162483,2,0.04460404536174586,0.03683556818333592,0.12286160577566342,0.17784639827031262,0.1295222384633493,0.3918608969410687,0.0,0.0,0.0,0.0,0.0,0.0,712.4999988399154,323.1638815121798,999.999998191639,0.7,0.47016234598162726,1,0.01093895681940613,0.007988888177332279,0.022681732913304168,0.12636462694229744,0.08673947093225844,0.21326512590128388,0.0,0.0,0.0,0.0,0.0,0.0
0.0001,0.4,2.0,0.17,5.0,458.55,283.16137764439856,912,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.25,0.44426165831931924,2,0.07993924853732791,0.021755615734005283,0.1466949145936544,0.27380035248941004,0.02683253591084627,0.33364150198275394,1.1805726761576059,0.13930463648977673,1.2657211927615657,1.1882984096591045,0.1401745595276131,1.2763068575229835,8.699999999910858,8.367229309309764,36.00000000022737,1.1,0.30779350562554625,2,0.02564542396296904,0.010063249831729421,0.055854773650374855,0.2168230117321622,0.02194711064990828,0.28354364371950086,0.48902864265787793,0.08476135657742975,0.736419603061275,0.4864785322860633,0.0874786207512411,0.7424244403520341
0.0001,0.4,2.0,0.27,0.0,461.1,284.36298152740954,921,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,0.9,0.9679060415469871,3,0.04877478119206021,0.04559991974532072,0.13399651103571164,0.17229386970676802,0.15753546609825358,0.394495102981372,0.05062884771046265,0.16970348484547376,0.7134064904656102,0.050273726543029154,0.1682714445323959,0.7065137819394016,625.2999990543899,373.74028332700357,999.999998191639,0.6,0.5026246899500346,1,0.009606080780625508,0.008254333202739272,0.020743042907181767,0.11009590236079074,0.09287785642528971,0.2114872914955989,0.0,0.0,0.0,0.0,0.0,0.0
0.0001,0.4,2.0,0.27,5.0,466.85,283.655698450001,933,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.2,0.41039134083406165,2,0.11415111037280583,0.009268953046820457,0.14243339250887377,0.3416427393452356,0.01856867540578721,0.36062455413841465,1.446374126637535,0.02393340417211728,1.495852318718215,1.4515380268180826,0.024348499511589374,1.5004521844918979,8.09999999986252,5.928521604784067,29.99999999903344,1.15,0.36634754853252327,2,0.029250501616443308,0.011703566227089263,0.06327262916903852,0.22479326801904861,0.02625070347146618,0.30409793091221554,0.5362055234789908,0.07975471765487202,0.7824458282526047,0.5324612845884842,0.08378091013659314,0.7899449248779981
0.0001,0.4,2.0,0.37,0.0,473.5,286.8783897861876,923,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.3,1.0310954828418375,3,0.06970482778105837,0.04961784371186083,0.1582983971520634,0.22658281460328683,0.14769456890682925,0.39210133051725904,0.3636071790115045,0.46798557401037166,1.5418785439095444,0.362313824885718,0.4680910592671496,1.5457562362147972,658.1999989872415,343.1721365073046,999.999998191639,0.95,0.6863327411532597,2,0.019204448743849474,0.016838518372209278,0.05351724161764804,0.14999000873111357,0.08989410859767397,0.22596338276931552,0.06673802652742804,0.137451455840112,0.3682098015306375,0.06413119864239654,0.13208875286886004,0.3539851716966963
0.0001,0.4,2.0,0.37,5.0,470.5,282.48791310891795,924,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,2.0,0.0,2,0.09131086383441078,0.002221374591695268,0.0951837123100437,0.3353434638297541,0.003710029453245321,0.341138341105869,0.0,0.0,0.0,0.0,0.0,0.0,7.499999999885235,4.718385093763669,23.999999999260588,1.1,0.3077935056255462,2,0.02795428287084467,0.009801038382031087,0.059539857381273605,0.22393928739178998,0.02466029348578437,0.30301047572425366,0.5316029009598578,0.07827307684762715,0.7824458282526047,0.5270609464256305,0.08238935637963547,0.7890752950412385
0.0001,0.4,2.0,0.47,0.0,468.2,284.11480259330307,925,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.15,0.3663475485325234,2,0.11603972142267341,0.009781769014694046,0.15478915690592565,0.3716915508242426,0.03355887907767421,0.3954313377303656,1.3359111861783444,0.4672031770452218,1.5879047691008739,1.3373486231150726,0.46765668573400515,1.5891891564032188,190.79999997802452,118.35610841415867,479.9999995045128,1.15,0.3663475485325234,2,0.021137181711540547,0.015852451050618343,0.06628123495429326,0.18890547970757005,0.045967274182613045,0.29133380493517635,0.3382927551562731,0.150833169492571,0.598340927487286,0.33577994321893473,0.15376016312409468,0.6029397627661619
0.0001,0.4,2.0,0.47,5.0,469.2,284.11480259330307,926,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.12249515076453554,0.0018133668822371053,0.12533773230247525,0.3681866172626135,0.004233508483003125,0.3804767825865444,1.6788065638537504,0.01899911826189882,1.7029703320791985,1.6820256106670972,0.019383472233146563,1.7149465583097427,6.599999999919307,1.8467610336833633,11.999999999714875,1.1,0.3077935056255462,2,0.02266813905914209,0.004688460513642423,0.03656659293996906,0.21027910403299632,0.012892598162999572,0.24989040498642248,0.4510570068750309,0.042499719607050575,0.5753278148916211,0.4477550566209417,0.044783467181238844,0.5786770707006351
0.0001,0.4,2.0,0.6,0.0,469.4,284.04603036906013,927,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.05,0.22360679774997894,2,0.13444449690297094,0.003361860401846825,0.14735665631874378,0.39122349591126393,0.0032126585388144455,0.39732272207961516,1.5073588750160474,0.0741022977888382,1.5418785439095444,1.5128723009488634,0.07402694559659492,1.5510959909886985,56.10000000841927,45.83023595294877,180.00000004593494,1.1,0.30779350562554625,2,0.01943612964428148,0.012997739618698179,0.06752617778498543,0.18982183626137464,0.03597347233201222,0.26427970466117157,0.3739630796795538,0.08955837976846523,0.5523147022959563,0.37177532107381056,0.09376200390141023,0.5572342218218532
0.0001,0.4,2.0,0.6,5.0,469.4,284.03546850423635,928,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.13348965168757673,0.001089472172583628,0.13533421234198204,0.38791246646930305,0.0029582411284551618,0.39446249046617377,1.5372759213904115,0.01416657320235013,1.5648916565052091,1.5418486775688867,0.015039175643188369,1.5676265222963788,11.999999999714875,0.0,11.999999999714875,1.0,0.0,1,0.028387162817223876,0.0003106874210913068,0.028994275474757858,0.24292588301893597,0.0012573223528067046,0.24499699197489264,0.5258496228109415,0.008430797383524756,0.5293015897002914,0.5282893966781916,0.00875557522754418,0.5338283948001774
0.0001,0.4,2.0,0.7,0.0,471.7,284.04393655689404,929,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.11740327395996575,0.003011924544747151,0.12285045377484748,0.3915883603407185,0.004156742720379549,0.39614208838884696,1.3439657755868266,0.015661735959099622,1.3807867557398903,1.350678015244959,0.015236957225602197,1.387966186917178,26.400000000093428,11.744651639692043,54.00000000594082,1.0,0.0,1,0.01536788146634271,0.004388523859342884,0.021020225951033915,0.17967928343748507,0.027329726673957926,0.2136345868531671,0.34519668893497263,0.06719795693839804,0.43724913931763204,0.3414600607470052,0.07110231248843792,0.43817270496394184
0.0001,0.4,2.0,0.7,5.0,472.7,284.04393655689404,930,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.0,0.0,1,0.11317523352558637,0.0054905494108911735,0.1214246025840296,0.3846085261762632,0.010326483472906534,0.3957725423641217,1.3497190537357426,0.015437665241328901,1.3807867557398903,1.356399337204856,0.014980318977521114,1.3861709625517742,9.299999999817091,3.062506713088303,11.999999999714875,1.0,0.0,1,0.022402718040587466,0.004918877961274288,0.02708840885816089,0.21748104191020246,0.023875855412433103,0.2404761717510375,0.43379717242828236,0.061240737612396554,0.5062884771046265,0.4313330345227159,0.06464295804464096,0.5080141282360737
0.0001,0.4,2.0,0.8,0.0,473.7,284.04393655689404,931,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.35,0.489360484929593,2,0.06432386249663916,0.0053594627303630675,0.07580045986819357,0.22667616731716675,0.018493068153379796,0.2703864991181071,0.971153351537056,0.3259338238152563,1.242708080165901,0.9783366638477009,0.32736957877943473,1.2493086355670804,22.19999999986163,9.945112526895805,42.000000002131856,1.0,0.0,1,0.013979976552449216,0.0038190026089249015,0.020032358090519835,0.17134859497081173,0.02781591823765954,0.20948374780177637,0.32218357633930783,0.05486690208553057,0.4142360267219672,0.31639580116508326,0.06090512540918071,0.41564752197074284
0.0001,0.4,2.0,0.8,5.0,474.2,283.2041480516912,922,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,1.1,0.3077935056255462,2,0.07104099230793562,0.00446740218092063,0.08035371440079749,0.24875317855104603,0.017302182434208144,0.28651435443587936,1.1782713648980396,0.15367086483025322,1.242708080165901,1.1868209255636983,0.15385732088184928,1.2521935413696055,5.999999999942021,0.0,5.9999999999420215,1.0,0.0,1,0.016599768772691818,0.00023639135522653235,0.016927240834123315,0.1895595260181595,0.0014728805460089286,0.19252542816882615,0.3682098015306376,0.0,0.3682098015306375,0.3632762558266599,0.0012404116633542893,0.3655667360299748
0.0001,0.4,2.0,0.9,0.0,475.5,283.608978404385,937,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,2.2,0.4103913408340617,3,0.04890364795916369,0.002679620164334311,0.05394008970374013,0.21117671328185922,0.005467487367698465,0.21903411461345115,0.3866202916071695,0.0141665732023502,0.4142360267219672,0.3907896262272653,0.01398096476568835,0.4180097946124285,31.199999999591967,5.001052521444136,42.000000002131856,1.0,0.0,1,0.0246535675905192,0.0023276342146379327,0.029206569833139406,0.22257003962465735,0.006400027054935349,0.2333449698461266,0.475220775100479,0.03827233170798612,0.5523147022959563,0.48412061765552944,0.03880306491026066,0.5592920720929306
0.0001,0.4,2.0,0.9,5.0,476.05,286.295297496171,959,1e-05,0.0,1e-05,1e-05,0.0,1e-05,1000.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,999.9999981916393,0.0,999.999998191639,2.05,0.22360679774997894,3,0.0489582505316164,0.002233743704256754,0.05566274627797754,0.20793068011191385,0.0052781677703488536,0.21695079713142731,0.39352422538586895,0.01652766873607523,0.4142360267219672,0.39798174307572315,0.016620585422252504,0.42207853816660906,30.300000000123426,14.49900178446797,90.00000001736771,1.05,0.22360679774997896,2,0.029341268537629344,0.0071902568053965185,0.05918022096330634,0.2370220805401933,0.003615421499118103,0.2427657180201934,0.5212470002918088,0.05699735478569626,0.736419603061275,0.5297345856862742,0.05834645401556617,0.750192520717818
